Cities,Cause_category,Cause_Subcategory,Outcome_of_incident,Count,Age
Mallapuram,Weather,Foggy and Misty,Greviously Injured,40,24
Mallapuram,Weather,Foggy and Misty,Minor Injury,20,40
Mallapuram,Weather,Foggy and Misty,Persons Killed,15,28
Mallapuram,Weather,Foggy and Misty,Total number of Accidents,68,15
Mallapuram,Weather,Foggy and Misty,Total Injured,60,55
Mallapuram,Weather,Hail/Sleet,Greviously Injured,0,37
Mallapuram,Weather,Hail/Sleet,Minor Injury,0,52
Mallapuram,Weather,Hail/Sleet,Persons Killed,0,28
Mallapuram,Weather,Hail/Sleet,Total number of Accidents,0,82
Mallapuram,Weather,Hail/Sleet,Total Injured,0,77
Mallapuram,Weather,Others,Greviously Injured,0,23
Mallapuram,Weather,Others,Minor Injury,0,11
Mallapuram,Weather,Others,Persons Killed,0,71
Mallapuram,Weather,Others,Total number of Accidents,0,75
Mallapuram,Weather,Others,Total Injured,0,84
Mallapuram,Weather,Rainy,Greviously Injured,188,64
Mallapuram,Weather,Rainy,Minor Injury,68,57
Mallapuram,Weather,Rainy,Persons Killed,45,35
Mallapuram,Weather,Rainy,Total number of Accidents,256,82
Mallapuram,Weather,Rainy,Total Injured,256,38
Mallapuram,Weather,Sunny/Clear,Greviously Injured,1140,68
Mallapuram,Weather,Sunny/Clear,Minor Injury,372,68
Mallapuram,Weather,Sunny/Clear,Persons Killed,187,24
Mallapuram,Weather,Sunny/Clear,Total number of Accidents,1460,35
Mallapuram,Weather,Sunny/Clear,Total Injured,1512,84
Meerut,Weather,Foggy and Misty,Greviously Injured,9,59
Meerut,Weather,Foggy and Misty,Minor Injury,94,78
Meerut,Weather,Foggy and Misty,Persons Killed,58,72
Meerut,Weather,Foggy and Misty,Total number of Accidents,134,29
Meerut,Weather,Foggy and Misty,Total Injured,103,11
Meerut,Weather,Hail/Sleet,Greviously Injured,3,37
Meerut,Weather,Hail/Sleet,Minor Injury,31,44
Meerut,Weather,Hail/Sleet,Persons Killed,6,70
Meerut,Weather,Hail/Sleet,Total number of Accidents,18,77
Meerut,Weather,Hail/Sleet,Total Injured,34,20
Meerut,Weather,Others,Greviously Injured,7,24
Meerut,Weather,Others,Minor Injury,196,52
Meerut,Weather,Others,Persons Killed,185,41
Meerut,Weather,Others,Total number of Accidents,348,78
Meerut,Weather,Others,Total Injured,203,63
Meerut,Weather,Rainy,Greviously Injured,3,76
Meerut,Weather,Rainy,Minor Injury,18,83
Meerut,Weather,Rainy,Persons Killed,21,45
Meerut,Weather,Rainy,Total number of Accidents,37,74
Meerut,Weather,Rainy,Total Injured,21,33
Meerut,Weather,Sunny/Clear,Greviously Injured,5,45
Meerut,Weather,Sunny/Clear,Minor Injury,121,67
Meerut,Weather,Sunny/Clear,Persons Killed,79,16
Meerut,Weather,Sunny/Clear,Total number of Accidents,188,83
Meerut,Weather,Sunny/Clear,Total Injured,126,83
Mumbai,Weather,Foggy and Misty,Greviously Injured,0,85
Mumbai,Weather,Foggy and Misty,Minor Injury,0,64
Mumbai,Weather,Foggy and Misty,Persons Killed,0,51
Mumbai,Weather,Foggy and Misty,Total number of Accidents,0,80
Mumbai,Weather,Foggy and Misty,Total Injured,0,40
Mumbai,Weather,Hail/Sleet,Greviously Injured,0,52
Mumbai,Weather,Hail/Sleet,Minor Injury,0,62
Mumbai,Weather,Hail/Sleet,Persons Killed,0,62
Mumbai,Weather,Hail/Sleet,Total number of Accidents,0,75
Mumbai,Weather,Hail/Sleet,Total Injured,0,37
Mumbai,Weather,Others,Greviously Injured,0,26
Mumbai,Weather,Others,Minor Injury,0,29
Mumbai,Weather,Others,Persons Killed,0,15
Mumbai,Weather,Others,Total number of Accidents,0,29
Mumbai,Weather,Others,Total Injured,0,47
Mumbai,Weather,Rainy,Greviously Injured,0,24
Mumbai,Weather,Rainy,Minor Injury,0,79
Mumbai,Weather,Rainy,Persons Killed,0,81
Mumbai,Weather,Rainy,Total number of Accidents,0,61
Mumbai,Weather,Rainy,Total Injured,0,85
Mumbai,Weather,Sunny/Clear,Greviously Injured,1297,50
Mumbai,Weather,Sunny/Clear,Minor Injury,443,62
Mumbai,Weather,Sunny/Clear,Persons Killed,349,21
Mumbai,Weather,Sunny/Clear,Total number of Accidents,1812,39
Mumbai,Weather,Sunny/Clear,Total Injured,1740,21
Nagpur,Weather,Foggy and Misty,Greviously Injured,0,57
Nagpur,Weather,Foggy and Misty,Minor Injury,0,57
Nagpur,Weather,Foggy and Misty,Persons Killed,0,63
Nagpur,Weather,Foggy and Misty,Total number of Accidents,0,67
Nagpur,Weather,Foggy and Misty,Total Injured,0,15
Nagpur,Weather,Hail/Sleet,Greviously Injured,0,50
Nagpur,Weather,Hail/Sleet,Minor Injury,0,81
Nagpur,Weather,Hail/Sleet,Persons Killed,0,17
Nagpur,Weather,Hail/Sleet,Total number of Accidents,0,74
Nagpur,Weather,Hail/Sleet,Total Injured,0,44
Nagpur,Weather,Others,Greviously Injured,0,33
Nagpur,Weather,Others,Minor Injury,0,74
Nagpur,Weather,Others,Persons Killed,0,53
Nagpur,Weather,Others,Total number of Accidents,0,63
Nagpur,Weather,Others,Total Injured,0,86
Nagpur,Weather,Rainy,Greviously Injured,0,62
Nagpur,Weather,Rainy,Minor Injury,0,25
Nagpur,Weather,Rainy,Persons Killed,0,44
Nagpur,Weather,Rainy,Total number of Accidents,0,81
Nagpur,Weather,Rainy,Total Injured,0,66
Nagpur,Weather,Sunny/Clear,Greviously Injured,420,76
Nagpur,Weather,Sunny/Clear,Minor Injury,332,70
Nagpur,Weather,Sunny/Clear,Persons Killed,210,47
Nagpur,Weather,Sunny/Clear,Total number of Accidents,773,70
Nagpur,Weather,Sunny/Clear,Total Injured,752,68
Nashik,Weather,Foggy and Misty,Greviously Injured,0,25
Nashik,Weather,Foggy and Misty,Minor Injury,0,14
Nashik,Weather,Foggy and Misty,Persons Killed,0,78
Nashik,Weather,Foggy and Misty,Total number of Accidents,0,49
Nashik,Weather,Foggy and Misty,Total Injured,0,81
Nashik,Weather,Hail/Sleet,Greviously Injured,0,23
Nashik,Weather,Hail/Sleet,Minor Injury,0,70
Nashik,Weather,Hail/Sleet,Persons Killed,0,37
Nashik,Weather,Hail/Sleet,Total number of Accidents,0,30
Nashik,Weather,Hail/Sleet,Total Injured,0,42
Nashik,Weather,Others,Greviously Injured,0,57
Nashik,Weather,Others,Minor Injury,0,29
Nashik,Weather,Others,Persons Killed,1,57
Nashik,Weather,Others,Total number of Accidents,1,37
Nashik,Weather,Others,Total Injured,0,84
Nashik,Weather,Rainy,Greviously Injured,0,27
Nashik,Weather,Rainy,Minor Injury,0,45
Nashik,Weather,Rainy,Persons Killed,0,85
Nashik,Weather,Rainy,Total number of Accidents,0,72
Nashik,Weather,Rainy,Total Injured,0,61
Nashik,Weather,Sunny/Clear,Greviously Injured,287,16
Nashik,Weather,Sunny/Clear,Minor Injury,78,19
Nashik,Weather,Sunny/Clear,Persons Killed,170,19
Nashik,Weather,Sunny/Clear,Total number of Accidents,415,28
Nashik,Weather,Sunny/Clear,Total Injured,365,55
Patna,Weather,Foggy and Misty,Greviously Injured,87,54
Patna,Weather,Foggy and Misty,Minor Injury,7,40
Patna,Weather,Foggy and Misty,Persons Killed,60,61
Patna,Weather,Foggy and Misty,Total number of Accidents,140,21
Patna,Weather,Foggy and Misty,Total Injured,94,60
Patna,Weather,Hail/Sleet,Greviously Injured,0,32
Patna,Weather,Hail/Sleet,Minor Injury,0,70
Patna,Weather,Hail/Sleet,Persons Killed,0,44
Patna,Weather,Hail/Sleet,Total number of Accidents,0,67
Patna,Weather,Hail/Sleet,Total Injured,0,24
Patna,Weather,Others,Greviously Injured,0,84
Patna,Weather,Others,Minor Injury,0,55
Patna,Weather,Others,Persons Killed,0,54
Patna,Weather,Others,Total number of Accidents,0,40
Patna,Weather,Others,Total Injured,0,79
Patna,Weather,Rainy,Greviously Injured,69,25
Patna,Weather,Rainy,Minor Injury,3,39
Patna,Weather,Rainy,Persons Killed,30,21
Patna,Weather,Rainy,Total number of Accidents,88,45
Patna,Weather,Rainy,Total Injured,72,28
Patna,Weather,Sunny/Clear,Greviously Injured,72,69
Patna,Weather,Sunny/Clear,Minor Injury,5,71
Patna,Weather,Sunny/Clear,Persons Killed,91,15
Patna,Weather,Sunny/Clear,Total number of Accidents,145,19
Patna,Weather,Sunny/Clear,Total Injured,77,18
Pune,Weather,Foggy and Misty,Greviously Injured,0,50
Pune,Weather,Foggy and Misty,Minor Injury,0,30
Pune,Weather,Foggy and Misty,Persons Killed,0,70
Pune,Weather,Foggy and Misty,Total number of Accidents,0,72
Pune,Weather,Foggy and Misty,Total Injured,0,42
Pune,Weather,Hail/Sleet,Greviously Injured,0,86
Pune,Weather,Hail/Sleet,Minor Injury,0,85
Pune,Weather,Hail/Sleet,Persons Killed,0,81
Pune,Weather,Hail/Sleet,Total number of Accidents,0,53
Pune,Weather,Hail/Sleet,Total Injured,0,60
Pune,Weather,Others,Greviously Injured,0,76
Pune,Weather,Others,Minor Injury,0,87
Pune,Weather,Others,Persons Killed,0,32
Pune,Weather,Others,Total number of Accidents,0,16
Pune,Weather,Others,Total Injured,0,23
Pune,Weather,Rainy,Greviously Injured,0,71
Pune,Weather,Rainy,Minor Injury,0,78
Pune,Weather,Rainy,Persons Killed,0,13
Pune,Weather,Rainy,Total number of Accidents,0,82
Pune,Weather,Rainy,Total Injured,0,84
Pune,Weather,Sunny/Clear,Greviously Injured,297,72
Pune,Weather,Sunny/Clear,Minor Injury,91,20
Pune,Weather,Sunny/Clear,Persons Killed,143,73
Pune,Weather,Sunny/Clear,Total number of Accidents,482,73
Pune,Weather,Sunny/Clear,Total Injured,388,35
Raipur,Weather,Foggy and Misty,Greviously Injured,2,81
Raipur,Weather,Foggy and Misty,Minor Injury,21,46
Raipur,Weather,Foggy and Misty,Persons Killed,2,39
Raipur,Weather,Foggy and Misty,Total number of Accidents,27,26
Raipur,Weather,Foggy and Misty,Total Injured,23,61
Raipur,Weather,Hail/Sleet,Greviously Injured,0,80
Raipur,Weather,Hail/Sleet,Minor Injury,0,82
Raipur,Weather,Hail/Sleet,Persons Killed,0,18
Raipur,Weather,Hail/Sleet,Total number of Accidents,0,42
Raipur,Weather,Hail/Sleet,Total Injured,0,38
Raipur,Weather,Others,Greviously Injured,0,32
Raipur,Weather,Others,Minor Injury,0,29
Raipur,Weather,Others,Persons Killed,0,78
Raipur,Weather,Others,Total number of Accidents,0,15
Raipur,Weather,Others,Total Injured,0,70
Raipur,Weather,Rainy,Greviously Injured,9,12
Raipur,Weather,Rainy,Minor Injury,186,66
Raipur,Weather,Rainy,Persons Killed,32,47
Raipur,Weather,Rainy,Total number of Accidents,309,87
Raipur,Weather,Rainy,Total Injured,195,27
Raipur,Weather,Sunny/Clear,Greviously Injured,38,50
Raipur,Weather,Sunny/Clear,Minor Injury,1038,13
Raipur,Weather,Sunny/Clear,Persons Killed,448,49
Raipur,Weather,Sunny/Clear,Total number of Accidents,1430,46
Raipur,Weather,Sunny/Clear,Total Injured,1076,39
Rajkot,Weather,Foggy and Misty,Greviously Injured,7,67
Rajkot,Weather,Foggy and Misty,Minor Injury,6,82
Rajkot,Weather,Foggy and Misty,Persons Killed,8,25
Rajkot,Weather,Foggy and Misty,Total number of Accidents,21,64
Rajkot,Weather,Foggy and Misty,Total Injured,13,41
Rajkot,Weather,Hail/Sleet,Greviously Injured,80,37
Rajkot,Weather,Hail/Sleet,Minor Injury,37,44
Rajkot,Weather,Hail/Sleet,Persons Killed,62,40
Rajkot,Weather,Hail/Sleet,Total number of Accidents,163,11
Rajkot,Weather,Hail/Sleet,Total Injured,117,55
Rajkot,Weather,Others,Greviously Injured,0,59
Rajkot,Weather,Others,Minor Injury,0,21
Rajkot,Weather,Others,Persons Killed,0,58
Rajkot,Weather,Others,Total number of Accidents,0,70
Rajkot,Weather,Others,Total Injured,0,57
Rajkot,Weather,Rainy,Greviously Injured,69,62
Rajkot,Weather,Rainy,Minor Injury,47,43
Rajkot,Weather,Rainy,Persons Killed,31,48
Rajkot,Weather,Rainy,Total number of Accidents,131,79
Rajkot,Weather,Rainy,Total Injured,116,33
Rajkot,Weather,Sunny/Clear,Greviously Injured,45,35
Rajkot,Weather,Sunny/Clear,Minor Injury,33,77
Rajkot,Weather,Sunny/Clear,Persons Killed,37,66
Rajkot,Weather,Sunny/Clear,Total number of Accidents,117,38
Rajkot,Weather,Sunny/Clear,Total Injured,78,61
Srinagar,Weather,Foggy and Misty,Greviously Injured,0,12
Srinagar,Weather,Foggy and Misty,Minor Injury,0,28
Srinagar,Weather,Foggy and Misty,Persons Killed,0,18
Srinagar,Weather,Foggy and Misty,Total number of Accidents,0,33
Srinagar,Weather,Foggy and Misty,Total Injured,0,85
Srinagar,Weather,Hail/Sleet,Greviously Injured,0,48
Srinagar,Weather,Hail/Sleet,Minor Injury,0,84
Srinagar,Weather,Hail/Sleet,Persons Killed,0,24
Srinagar,Weather,Hail/Sleet,Total number of Accidents,0,63
Srinagar,Weather,Hail/Sleet,Total Injured,0,47
Srinagar,Weather,Others,Greviously Injured,0,21
Srinagar,Weather,Others,Minor Injury,25,27
Srinagar,Weather,Others,Persons Killed,2,53
Srinagar,Weather,Others,Total number of Accidents,27,25
Srinagar,Weather,Others,Total Injured,25,11
Srinagar,Weather,Rainy,Greviously Injured,0,83
Srinagar,Weather,Rainy,Minor Injury,4,68
Srinagar,Weather,Rainy,Persons Killed,1,24
Srinagar,Weather,Rainy,Total number of Accidents,5,59
Srinagar,Weather,Rainy,Total Injured,4,64
Srinagar,Weather,Sunny/Clear,Greviously Injured,0,20
Srinagar,Weather,Sunny/Clear,Minor Injury,246,37
Srinagar,Weather,Sunny/Clear,Persons Killed,42,75
Srinagar,Weather,Sunny/Clear,Total number of Accidents,243,26
Srinagar,Weather,Sunny/Clear,Total Injured,246,60
Surat,Weather,Foggy and Misty,Greviously Injured,7,17
Surat,Weather,Foggy and Misty,Minor Injury,1,17
Surat,Weather,Foggy and Misty,Persons Killed,8,41
Surat,Weather,Foggy and Misty,Total number of Accidents,14,85
Surat,Weather,Foggy and Misty,Total Injured,8,58
Surat,Weather,Hail/Sleet,Greviously Injured,0,67
Surat,Weather,Hail/Sleet,Minor Injury,0,51
Surat,Weather,Hail/Sleet,Persons Killed,0,46
Surat,Weather,Hail/Sleet,Total number of Accidents,0,27
Surat,Weather,Hail/Sleet,Total Injured,0,62
Surat,Weather,Others,Greviously Injured,0,20
Surat,Weather,Others,Minor Injury,0,41
Surat,Weather,Others,Persons Killed,0,62
Surat,Weather,Others,Total number of Accidents,0,27
Surat,Weather,Others,Total Injured,0,26
Surat,Weather,Rainy,Greviously Injured,62,33
Surat,Weather,Rainy,Minor Injury,17,13
Surat,Weather,Rainy,Persons Killed,30,14
Surat,Weather,Rainy,Total number of Accidents,98,81
Surat,Weather,Rainy,Total Injured,79,41
Surat,Weather,Sunny/Clear,Greviously Injured,249,18
Surat,Weather,Sunny/Clear,Minor Injury,87,61
Surat,Weather,Sunny/Clear,Persons Killed,153,50
Surat,Weather,Sunny/Clear,Total number of Accidents,463,84
Surat,Weather,Sunny/Clear,Total Injured,336,42
Thiruvanthapuram,Weather,Foggy and Misty,Greviously Injured,21,69
Thiruvanthapuram,Weather,Foggy and Misty,Minor Injury,4,70
Thiruvanthapuram,Weather,Foggy and Misty,Persons Killed,3,87
Thiruvanthapuram,Weather,Foggy and Misty,Total number of Accidents,24,14
Thiruvanthapuram,Weather,Foggy and Misty,Total Injured,25,13
Thiruvanthapuram,Weather,Hail/Sleet,Greviously Injured,1,31
Thiruvanthapuram,Weather,Hail/Sleet,Minor Injury,0,53
Thiruvanthapuram,Weather,Hail/Sleet,Persons Killed,0,33
Thiruvanthapuram,Weather,Hail/Sleet,Total number of Accidents,1,77
Thiruvanthapuram,Weather,Hail/Sleet,Total Injured,1,63
Thiruvanthapuram,Weather,Others,Greviously Injured,62,35
Thiruvanthapuram,Weather,Others,Minor Injury,13,79
Thiruvanthapuram,Weather,Others,Persons Killed,14,77
Thiruvanthapuram,Weather,Others,Total number of Accidents,76,41
Thiruvanthapuram,Weather,Others,Total Injured,75,50
Thiruvanthapuram,Weather,Rainy,Greviously Injured,0,79
Thiruvanthapuram,Weather,Rainy,Minor Injury,0,41
Thiruvanthapuram,Weather,Rainy,Persons Killed,2,24
Thiruvanthapuram,Weather,Rainy,Total number of Accidents,2,54
Thiruvanthapuram,Weather,Rainy,Total Injured,0,40
Thiruvanthapuram,Weather,Sunny/Clear,Greviously Injured,940,73
Thiruvanthapuram,Weather,Sunny/Clear,Minor Injury,222,35
Thiruvanthapuram,Weather,Sunny/Clear,Persons Killed,89,42
Thiruvanthapuram,Weather,Sunny/Clear,Total number of Accidents,1111,79
Thiruvanthapuram,Weather,Sunny/Clear,Total Injured,1162,22
Thrissur,Weather,Foggy and Misty,Greviously Injured,0,61
Thrissur,Weather,Foggy and Misty,Minor Injury,0,81
Thrissur,Weather,Foggy and Misty,Persons Killed,0,17
Thrissur,Weather,Foggy and Misty,Total number of Accidents,0,15
Thrissur,Weather,Foggy and Misty,Total Injured,0,66
Thrissur,Weather,Hail/Sleet,Greviously Injured,0,55
Thrissur,Weather,Hail/Sleet,Minor Injury,0,55
Thrissur,Weather,Hail/Sleet,Persons Killed,0,54
Thrissur,Weather,Hail/Sleet,Total number of Accidents,0,55
Thrissur,Weather,Hail/Sleet,Total Injured,0,53
Thrissur,Weather,Others,Greviously Injured,0,44
Thrissur,Weather,Others,Minor Injury,0,76
Thrissur,Weather,Others,Persons Killed,0,12
Thrissur,Weather,Others,Total number of Accidents,0,75
Thrissur,Weather,Others,Total Injured,0,12
Thrissur,Weather,Rainy,Greviously Injured,12,86
Thrissur,Weather,Rainy,Minor Injury,13,70
Thrissur,Weather,Rainy,Persons Killed,4,78
Thrissur,Weather,Rainy,Total number of Accidents,15,75
Thrissur,Weather,Rainy,Total Injured,25,17
Thrissur,Weather,Sunny/Clear,Greviously Injured,1090,16
Thrissur,Weather,Sunny/Clear,Minor Injury,517,71
Thrissur,Weather,Sunny/Clear,Persons Killed,130,47
Thrissur,Weather,Sunny/Clear,Total number of Accidents,1449,75
Thrissur,Weather,Sunny/Clear,Total Injured,1607,84
Tiruchirapalli,Weather,Foggy and Misty,Greviously Injured,0,75
Tiruchirapalli,Weather,Foggy and Misty,Minor Injury,11,75
Tiruchirapalli,Weather,Foggy and Misty,Persons Killed,2,39
Tiruchirapalli,Weather,Foggy and Misty,Total number of Accidents,9,60
Tiruchirapalli,Weather,Foggy and Misty,Total Injured,11,66
Tiruchirapalli,Weather,Hail/Sleet,Greviously Injured,0,18
Tiruchirapalli,Weather,Hail/Sleet,Minor Injury,0,61
Tiruchirapalli,Weather,Hail/Sleet,Persons Killed,0,65
Tiruchirapalli,Weather,Hail/Sleet,Total number of Accidents,0,83
Tiruchirapalli,Weather,Hail/Sleet,Total Injured,0,22
Tiruchirapalli,Weather,Others,Greviously Injured,0,69
Tiruchirapalli,Weather,Others,Minor Injury,0,54
Tiruchirapalli,Weather,Others,Persons Killed,0,57
Tiruchirapalli,Weather,Others,Total number of Accidents,0,63
Tiruchirapalli,Weather,Others,Total Injured,0,39
Tiruchirapalli,Weather,Rainy,Greviously Injured,0,65
Tiruchirapalli,Weather,Rainy,Minor Injury,38,58
Tiruchirapalli,Weather,Rainy,Persons Killed,5,63
Tiruchirapalli,Weather,Rainy,Total number of Accidents,32,78
Tiruchirapalli,Weather,Rainy,Total Injured,38,65
Tiruchirapalli,Weather,Sunny/Clear,Greviously Injured,0,59
Tiruchirapalli,Weather,Sunny/Clear,Minor Injury,352,54
Tiruchirapalli,Weather,Sunny/Clear,Persons Killed,80,55
Tiruchirapalli,Weather,Sunny/Clear,Total number of Accidents,357,23
Tiruchirapalli,Weather,Sunny/Clear,Total Injured,352,81
Vadodra,Weather,Foggy and Misty,Greviously Injured,0,19
Vadodra,Weather,Foggy and Misty,Minor Injury,0,75
Vadodra,Weather,Foggy and Misty,Persons Killed,0,71
Vadodra,Weather,Foggy and Misty,Total number of Accidents,0,84
Vadodra,Weather,Foggy and Misty,Total Injured,0,87
Vadodra,Weather,Hail/Sleet,Greviously Injured,0,55
Vadodra,Weather,Hail/Sleet,Minor Injury,0,66
Vadodra,Weather,Hail/Sleet,Persons Killed,0,84
Vadodra,Weather,Hail/Sleet,Total number of Accidents,0,13
Vadodra,Weather,Hail/Sleet,Total Injured,0,19
Vadodra,Weather,Others,Greviously Injured,0,31
Vadodra,Weather,Others,Minor Injury,0,29
Vadodra,Weather,Others,Persons Killed,0,12
Vadodra,Weather,Others,Total number of Accidents,0,13
Vadodra,Weather,Others,Total Injured,0,17
Vadodra,Weather,Rainy,Greviously Injured,13,76
Vadodra,Weather,Rainy,Minor Injury,16,49
Vadodra,Weather,Rainy,Persons Killed,11,61
Vadodra,Weather,Rainy,Total number of Accidents,36,57
Vadodra,Weather,Rainy,Total Injured,29,37
Vadodra,Weather,Sunny/Clear,Greviously Injured,228,87
Vadodra,Weather,Sunny/Clear,Minor Injury,151,74
Vadodra,Weather,Sunny/Clear,Persons Killed,142,38
Vadodra,Weather,Sunny/Clear,Total number of Accidents,445,20
Vadodra,Weather,Sunny/Clear,Total Injured,379,30
Varanasi,Weather,Foggy and Misty,Greviously Injured,14,29
Varanasi,Weather,Foggy and Misty,Minor Injury,13,76
Varanasi,Weather,Foggy and Misty,Persons Killed,12,22
Varanasi,Weather,Foggy and Misty,Total number of Accidents,40,73
Varanasi,Weather,Foggy and Misty,Total Injured,27,21
Varanasi,Weather,Hail/Sleet,Greviously Injured,5,18
Varanasi,Weather,Hail/Sleet,Minor Injury,1,16
Varanasi,Weather,Hail/Sleet,Persons Killed,7,11
Varanasi,Weather,Hail/Sleet,Total number of Accidents,8,77
Varanasi,Weather,Hail/Sleet,Total Injured,6,83
Varanasi,Weather,Others,Greviously Injured,32,60
Varanasi,Weather,Others,Minor Injury,26,73
Varanasi,Weather,Others,Persons Killed,57,45
Varanasi,Weather,Others,Total number of Accidents,97,31
Varanasi,Weather,Others,Total Injured,58,26
Varanasi,Weather,Rainy,Greviously Injured,18,23
Varanasi,Weather,Rainy,Minor Injury,14,42
Varanasi,Weather,Rainy,Persons Killed,18,27
Varanasi,Weather,Rainy,Total number of Accidents,47,24
Varanasi,Weather,Rainy,Total Injured,32,51
